Timestamp,ID,Longitude,Latitude,id
2020-09-15 00:28:38,pvCrwQFK0Sbw,-121.3908,38.6611,110875894591
2020-09-15 00:29:35,1f1y6JdiFMRu,-121.391,38.6608,110875894591
2020-09-15 13:39:53,1ZWs582dnEfm,-121.3848,38.6609,110875894591
2020-09-15 13:47:45,0ayMq4oIH2db,-121.3848,38.6609,110875894591
2020-09-18 23:35:48,2yRV0wBHvDMi,-116.2354,43.2735,1108310807361
2020-09-19 10:11:53,4es8P7uIC5Tm,-90.0223,29.8222,11081624118
2020-09-19 10:32:56,meWofqtdFhmc,-90.0223,29.8222,11081624118
2020-09-20 16:18:30,gkYWInp6eVZT,-79.2133,35.1102,110371819426
2020-09-21 09:17:43,2GorU3ULf2Oh,-80.9216,34.0111,110323527626
2020-09-23 14:07:14,V6fDtBnUmRmK,-85.8514,31.3645,110453646260
2020-09-28 01:12:08,Wf68sbWpk0Uv,-157.7427,21.4458,110509768168
2020-09-30 13:30:55,ZpERfO42JfQr,-117.6655,47.626,110488622407
2020-10-02 22:48:37,JyXmmEmQiD5r,-114.5148,32.5525,1101442956489
2020-10-03 17:59:58,S4IHA2ccdsKv,-114.5902,32.6701,1101442956486
2020-10-03 18:03:26,6G2iUMN2u7gx,-114.5902,32.6701,1101442956486
2020-10-03 18:45:52,HeP5d7QLqNuf,-117.2746,33.8906,1104755490823
2020-10-03 23:34:20,050dkxxAyGTt,-111.969,33.4669,1108301385692
2020-10-05 02:47:49,ZpYgKSuvTw2C,-77.0968,38.9993,110467144969
2020-10-05 12:51:55,QGr2crFbRIWs,-77.0967,38.9996,110467144969
2020-10-05 23:10:08,WgG2caSMv5Cy,-77.0968,38.9996,110467144969
2020-10-06 03:20:14,K02s4gEFlXZc,-77.0968,38.9996,110467144969
2020-10-08 20:15:21,U1xeJnSUWLFQ,-118.3789,33.9182,1101584238914
2020-10-08 20:16:11,48xAwqMdyPNF,-118.3789,33.9182,1101584238914
2020-10-10 17:52:53,S9OHJkYaHGDT,-93.2342,31.0504,110166617196
2020-10-14 22:20:31,aoE2B3Y1u8Vz,-88.605,32.5487,110470597234
2020-10-24 14:54:07,pfaIiYVr1aw8,-106.4626,32.1724,1101465166129
2020-10-24 19:30:06,zc5g67nnDlnA,-86.4956,30.4928,11095229821
2020-10-26 00:28:11,tVxnv5Dik3LG,-114.4181,32.7097,1104755613693
2020-10-27 02:07:29,Z01WnHdCn6ZW,-111.9663,33.4721,1108301385692
2020-10-28 19:53:03,r9e0nu0AvrrV,-157.7428,21.4458,110509768168
2020-10-30 14:40:46,qrNMfFhMSbB7,-104.7798,38.6285,110766329223
2020-10-31 17:38:09,z8R67woYRwVg,-116.275,43.3026,1108310807361
2020-10-31 18:59:56,D77bAj0i46Pi,-117.5611,33.4496,110686317374
2020-10-31 18:59:56,VniRKhroUaDp,-117.5611,33.4496,110686317374
2020-11-01 01:09:16,cv3DaoyzODe3,-116.2739,43.3022,1108310807361
2020-11-01 13:33:44,9iHPK89qDkRB,-122.5876,47.123,1101920176047
2020-11-01 19:00:55,fW3E23ugiR7d,-117.2758,33.8916,1104755490823
2020-11-01 20:49:22,1p6Pwv4C6mj7,-117.269,33.8873,1104755490823
2020-11-02 00:17:01,ZxRTlRKSs6FS,-117.173,32.7154,110686316579
2020-11-04 06:56:13,cnspeeu1XKu7,-157.835,21.2789,110509768194
2020-11-04 06:57:14,UyxqZ775I9EZ,-157.835,21.2789,110509768194
2020-11-06 17:08:19,DBLkazvJfJ1W,-76.0162,36.9307,1101226122702
2020-11-07 18:57:24,R524ITZ6xIK4,-87.4518,36.5991,110242513741
2020-11-07 18:57:37,D7ljJMYwov4X,-87.4518,36.5991,110242513741
2020-11-07 18:57:42,5TNYx7hBCTSO,-87.4518,36.5991,110242513741
2020-11-07 19:00:21,KkjHbN8FoXh3,-87.4518,36.5991,110242513741
2020-11-07 20:16:02,vnRBPbLHpmID,-92.1422,37.7817,110452861924
2020-11-08 01:55:46,Txlzf88BmMmF,-89.8741,38.5429,110194003783
2020-11-08 18:25:02,jCfUllggnGKR,-97.3137,27.6336,1102201673873
2020-11-08 18:25:56,a4DE4idAnTZ7,-97.3137,27.6336,1102201673873
2020-11-08 18:36:34,ZPliCsIoIV3y,-86.5227,30.5103,11095229821
2020-11-08 20:00:05,qCvmX8GsBkqI,-82.1191,33.3982,110456552992
2020-11-08 20:00:05,safRKwtbkM1T,-82.1193,33.3983,110456552992
2020-11-08 20:00:42,gdarTZPeORrO,-82.1193,33.3983,110456552992
2020-11-08 23:37:17,ZhGmemm3wRVr,-81.6053,31.9004,110455405386
2020-11-09 01:55:53,M6WgsIBWuaxd,-121.2453,36.013,110411442842
2020-11-09 03:05:21,HgiEMbG4y108,-117.3747,33.2344,110686317374
2020-11-09 03:05:55,eeT58OyGM1XT,-117.3747,33.2344,110686317374
2020-11-09 03:22:56,ewaDvuKxte6Q,-94.9208,39.3374,11059626507
2020-11-09 04:07:33,vBq04F3yHOkh,-111.1989,47.5141,110324938238
2020-11-09 18:03:46,Nh5QM52zRARO,-122.2173,47.9919,110928298823
2020-11-09 23:46:51,WQGfeuRKsM2f,-115,36.2718,110686803290
2020-11-10 10:12:23,34SlZEoWVkh5,-115.6575,36.5786,110686803369
2020-11-10 14:55:26,V90gzH4BsM13,-77.3555,34.661,11085482406
2020-11-10 15:43:30,JJQKZQJk71HO,-76.0162,36.9308,1101226122702
2020-11-10 18:06:13,FbDDV3xaa32g,-87.317,30.3492,110166799481
2020-11-10 22:21:48,1eGZWWdmFhV8,-84.9686,32.3648,110448489824
2020-11-11 07:53:11,bexNp4NYIBbt,-116.043,34.2206,1101438253412
2020-11-11 21:15:23,HesL8QTC3oSV,-147.6649,64.8226,110554241700
2020-11-12 22:32:16,QUy7MJvjHHSI,-76.1519,36.9157,1101226122763
2020-11-13 04:51:21,EI3obvk2TKcq,-117.4115,33.25,110686317374
2020-11-13 04:51:26,UOjM2Mom26CR,-117.4115,33.25,110686317374
2020-11-13 19:14:05,ZinFW3SjqGi8,-120.542,34.7554,110809876553
2020-11-13 22:29:17,x4eRp1X6lZk1,-74.6272,40.0194,1101516155658
2020-11-14 17:03:30,UzrLISXO2eTS,-98.4333,29.3479,110561843325
2020-11-14 18:19:34,C0MJm4vd77N2,-114.4181,32.7097,1104755613693
2020-11-14 18:47:34,5Yf5w5tiLIDB,-77.4307,34.735,11085482406
2020-11-14 18:48:56,ER3AL7uxB3JT,-114.4432,32.8612,1101442956482
2020-11-14 21:06:36,xQJ60OOt5Iei,-77.0137,38.872,110431721973
2020-11-15 18:47:09,BsegL83ayoJ9,-114.4042,32.6976,1104755613693
2020-11-15 18:57:12,WWH8CmY2FH32,-81.403,30.39,110536471920
2020-11-16 21:45:23,rNhJp6ew7jbk,-77.0092,38.8417,110431721990
2020-11-17 05:01:44,gbf48G8cqwZx,-97.8329,31.1188,110474710185
2020-11-17 05:04:47,OJMCX1GPBoYN,-97.8329,31.1188,110474710185
2020-11-17 20:15:22,ONmERWHT56Sv,-157.951,21.3355,110509767739
2020-11-18 21:44:06,eTRWbxDtxKIV,-97.9067,36.3388,110218085441
2020-11-23 00:29:59,GjxTkeMqg3bj,-117.1888,32.7053,110686317267
2020-11-23 02:25:43,nmseBW0Ssf2T,-74.6277,39.9964,1101516155658
2020-11-23 17:02:09,qz29gepAvr42,-76.1729,36.2639,110758804276
2020-11-26 22:16:41,lgeLPDnm6lc4,-97.7552,31.1215,110474710185
2020-11-27 13:59:38,8RqV8Bj5kjgr,-117.4137,33.2503,110686317374
2020-11-29 13:06:11,hDyNSGJ0uP4o,-79.0522,35.2592,110371819426
2020-11-29 13:15:35,e87bfisRWj2V,-79.0522,35.2592,110371819426
2020-12-03 13:21:03,dnCvrG9EdMUj,-157.9509,21.3354,110509767739
2020-12-05 15:51:00,EXKbRJ8lwQXs,-82.1491,33.4233,110456552992
2020-12-08 16:14:11,DCi11sFOMYlq,-74.5378,40.9489,110745173343
2020-12-12 02:33:06,TC4Xm09Pp0aK,-122.5873,47.1228,1101920176047
2020-12-12 19:50:12,MAEvYmItY5ij,-73.9967,41.3875,1108310928834
2020-12-12 22:06:36,RtJ4vkPDPIzd,-111.9962,41.1058,110200274318
2020-12-14 00:53:12,mrGSx4kuVW0W,-117.3779,33.236,110686317374
2020-12-14 01:13:15,JjvKZ07ZK4IT,-117.3779,33.236,110686317374
2020-12-18 19:23:22,uJbK4kXx0wv6,-87.3257,30.3479,110166799481
2020-12-18 22:30:28,Wvf1H4dFLre1,-147.0812,64.6547,110554241652
2020-12-19 00:21:18,Ucpu6IVoP55p,-76.8979,38.7974,110391127016
2020-12-19 00:21:18,GFD15Yib30TM,-76.8979,38.7974,110391127016
2020-12-19 16:01:08,vOKn88Y7oOvl,-80.5592,28.4522,1102167767797
2020-12-19 19:06:34,v455BbE4WSXb,-111.9313,40.4403,1101575473924
2020-12-22 20:29:36,wjNfhmDraX3J,-122.3635,37.8095,110498941528
2020-12-31 12:34:59,1wL77Hx6V6Z7,-117.3779,33.2361,110686317374
